NAICS Code,Business Type,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
44221,Floor covering stores,2506.953549382716,2494.8609567901235,2313.0137345679013,2535.8146604938274,2878.115586419753,3058.328549382716,2989.3368827160493,3155.6410493827157,3065.1660493827158,3160.407716049383,3229.732716049383,3434.6285493827163,3288.953549382716,3212.8609567901235,3112.0137345679013,3343.8146604938274,3509.115586419753,3860.328549382716,3860.3368827160493,4030.6410493827157,4010.1660493827158,4022.407716049383,4013.732716049383,4128.628549382716,3885.953549382716,4034.8609567901235,4011.0137345679013,4282.814660493827,4333.115586419753,4836.328549382716,4891.336882716049,4969.641049382716,4953.166049382716,4978.4077160493825,4889.732716049382,4822.628549382716,4700.953549382716,4708.860956790123,4486.013734567901,4565.814660493827,4734.115586419753,5060.328549382716,4927.336882716049,4924.641049382716,4775.166049382716,4866.4077160493825,4942.732716049382,5083.628549382716,4972.953549382716,4969.860956790123,5084.013734567901,5133.814660493827,5235.115586419753,5764.328549382716,5872.336882716049,5874.641049382716,5784.166049382716,6000.4077160493825,5922.732716049382,5571.628549382716,5441.953549382716,5457.860956790123,5340.013734567901,5084.814660493827,4891.115586419753,5157.328549382716,4952.336882716049,4384.641049382716,3973.1660493827158,3900.407716049383,3929.732716049383,3623.6285493827163,3538.953549382716,3506.8609567901235,3570.0137345679013,3210.8146604938274,3446.115586419753,3865.328549382716,4129.336882716049,3938.6410493827157,3913.1660493827158,3929.407716049383,3910.732716049383,3854.6285493827163,3888.953549382716,3957.8609567901235,4196.013734567901,4103.814660493827,4269.115586419753,4852.328549382716,4821.336882716049,4701.641049382716,4670.166049382716,4949.4077160493825,5030.732716049382,4998.628549382716,4949.953549382716,5164.860956790123,5192.013734567901,4907.814660493827,3303.115586419753,182.32854938271603,-8.663117283950566,118.64104938271576,423.166049382716,-24.59228395061719,-168.26728395061724,-105.37145061728391,196.95354938271626,-210.1390432098767,-423.98626543209883,-309.1853395061726,329.1155864197529,182.32854938271603,-8.663117283950566,118.64104938271576,423.166049382716,-24.59228395061719,-168.26728395061724,-105.37145061728391,196.95354938271626,-210.1390432098767,-423.98626543209883,-309.1853395061726,329.1155864197529,182.32854938271603,-8.663117283950566
442299,All other home furnishings stores,334.03587962962973,190.59421296296293,-137.29467592592593,-1697.6280092592597,401.816435185185,436.26087962962947,-184.66412037037034,-704.8641203703701,928.4358796296298,722.2358796296297,487.33587962962946,-776.2641203703702,334.03587962962973,190.59421296296293,-137.29467592592593,-1697.6280092592597,401.816435185185,436.26087962962947,-184.66412037037034,-704.8641203703701,928.4358796296298,722.2358796296297,487.33587962962946,-776.2641203703702,334.03587962962973,190.59421296296293,-137.29467592592593,-1697.6280092592597,401.816435185185,436.26087962962947,-184.66412037037034,-704.8641203703701,928.4358796296298,722.2358796296297,487.33587962962946,-776.2641203703702,4658.03587962963,4740.594212962963,4737.705324074074,5100.37199074074,5068.816435185185,5460.26087962963,5322.33587962963,6994.13587962963,5684.43587962963,6212.235879629629,6454.33587962963,7223.73587962963,5669.03587962963,5863.594212962963,6072.705324074074,6663.37199074074,5938.816435185185,6404.26087962963,6190.33587962963,7994.13587962963,6858.43587962963,6889.235879629629,7153.33587962963,8184.73587962963,6420.03587962963,6467.594212962963,6618.705324074074,7246.37199074074,6136.816435185185,6428.26087962963,5922.33587962963,7157.13587962963,5756.43587962963,5879.235879629629,5860.33587962963,6333.73587962963,5176.03587962963,5363.594212962963,5370.705324074074,5647.37199074074,5501.816435185185,5962.26087962963,5597.33587962963,6967.13587962963,6352.43587962963,6366.235879629629,6515.33587962963,7322.73587962963,6188.03587962963,6154.594212962963,6159.705324074074,6615.37199074074,6156.816435185185,6576.26087962963,6464.33587962963,7993.13587962963,6976.43587962963,7235.235879629629,7404.33587962963,8352.73587962963,6825.03587962963,6816.594212962963,7091.705324074074,7469.37199074074,6880.816435185185,7265.26087962963,6997.33587962963,8681.13587962963,7625.43587962963,7496.235879629629,7630.33587962963,8654.73587962963,7029.03587962963,7172.594212962963,7183.705324074074,7613.37199074074,6472.816435185185,3991.2608796296295,7027.33587962963,-704.8641203703701,928.4358796296298,722.2358796296297,487.33587962962946,-776.2641203703702,334.03587962962973,190.59421296296293,-137.29467592592593,-1697.6280092592597,401.816435185185,436.26087962962947,-184.66412037037034
443,Electronics and appliance stores,12328.739429012345,13163.89035493827,12623.584799382716,10207.348688271606,13640.524614197531,15247.450540123456,14460.318595679013,12769.71026234568,15056.568595679013,16212.12276234568,16315.697762345679,16167.043595679013,17571.739429012345,18419.89035493827,18381.584799382716,17638.348688271606,19074.524614197533,20342.450540123456,19299.31859567901,18329.71026234568,18861.56859567901,19540.12276234568,19723.697762345677,18913.043595679013,20400.739429012345,20916.89035493827,21129.584799382716,19916.348688271606,21366.524614197533,22596.450540123456,22271.31859567901,22114.71026234568,23209.56859567901,22631.12276234568,22297.697762345677,21665.043595679013,22097.739429012345,21732.89035493827,21585.584799382716,22709.348688271606,22911.524614197533,23573.450540123456,22584.31859567901,23124.71026234568,21960.56859567901,22377.12276234568,23267.697762345677,24626.043595679013,24209.739429012345,24568.89035493827,24842.584799382716,26024.348688271606,25813.524614197533,26661.450540123456,26425.31859567901,28207.71026234568,27184.56859567901,26662.12276234568,26854.697762345677,28771.043595679013,27038.739429012345,26715.89035493827,27008.584799382716,29210.348688271606,27559.524614197533,28343.450540123456,27085.31859567901,26381.71026234568,25622.56859567901,23812.12276234568,23605.697762345677,24240.043595679013,24778.739429012345,25026.89035493827,24832.584799382716,24583.348688271606,25211.524614197533,25750.450540123456,25480.31859567901,26521.71026234568,26088.56859567901,25194.12276234568,25472.697762345677,26508.043595679013,26227.739429012345,25394.89035493827,25396.584799382716,26128.348688271606,25541.524614197533,25377.450540123456,25454.31859567901,27463.71026234568,25051.56859567901,24622.12276234568,24881.697762345677,25012.043595679013,23805.739429012345,23569.89035493827,23764.584799382716,22459.348688271606,22899.524614197533,23981.450540123456,23049.31859567901,23479.71026234568,23279.56859567901,23681.12276234568,23494.697762345677,22890.043595679013,22577.739429012345,23029.89035493827,22988.584799382716,21900.348688271606,20867.524614197533,15193.450540123456,20427.31859567901,19054.71026234568,22073.56859567901,24552.12276234568,24189.697762345677,22077.043595679013,22911.739429012345,24442.89035493827,23918.584799382716,20405.348688271606,23116.524614197533,24142.450540123456,23588.31859567901
443141,Household appliance stores,2112.1827546296295,2061.5734953703704,2098.953125,2119.9762731481483,2253.9577546296296,2289.3975694444443,2375.2577546296297,2237.0077546296297,2228.2702546296296,2225.1994212962964,2222.3327546296296,2394.891087962963,2509.1827546296295,2447.5734953703704,2543.953125,2434.9762731481483,2581.9577546296296,2571.3975694444443,2468.2577546296297,2612.0077546296297,2615.2702546296296,2569.1994212962964,2632.3327546296296,2582.891087962963,2756.1827546296295,2769.5734953703704,2819.953125,2708.9762731481483,2949.9577546296296,3039.3975694444443,3105.2577546296297,3006.0077546296297,3172.2702546296296,3206.1994212962964,3104.3327546296296,3172.891087962963,3281.1827546296295,3254.5734953703704,3340.953125,3557.9762731481483,3623.9577546296296,3621.3975694444443,3497.2577546296297,3481.0077546296297,3449.2702546296296,3465.1994212962964,3724.3327546296296,3850.891087962963,3886.1827546296295,3844.5734953703704,3786.953125,4045.9762731481483,4118.95775462963,4220.397569444444,4091.2577546296297,4380.00775462963,4384.27025462963,4354.199421296296,4517.33275462963,4514.891087962963,4452.18275462963,4426.57349537037,4374.953125,4500.976273148148,4397.95775462963,4411.397569444444,4139.25775462963,4058.0077546296297,3909.2702546296296,3744.1994212962964,3761.3327546296296,3899.891087962963,3769.1827546296295,3964.5734953703704,3797.953125,3879.9762731481483,3783.9577546296296,3827.3975694444443,3974.2577546296297,4240.00775462963,4064.2702546296296,4032.1994212962964,4037.3327546296296,4306.891087962963,4216.18275462963,4208.57349537037,4307.953125,4413.976273148148,4291.95775462963,4239.397569444444,4278.25775462963,4404.00775462963,4237.27025462963,4389.199421296296,4378.33275462963,4303.891087962963,4297.18275462963,4343.57349537037,4441.953125,4381.976273148148,4429.95775462963,4306.397569444444,4067.2577546296297,4021.0077546296297,4180.27025462963,4334.199421296296,4307.33275462963,4139.891087962963,4091.1827546296295,4288.57349537037,4367.953125,4117.976273148148,4124.95775462963,4303.397569444444,5001.25775462963,4818.00775462963,5273.27025462963,5425.199421296296,5282.33275462963,5021.891087962963,5140.18275462963,5261.57349537037,5057.953125,4711.976273148148,4997.95775462963,4863.397569444444,4839.25775462963
443142,Electronics stores,858.075810185185,1984.7795138888894,1105.1221064814815,-4287.183449074074,1523.4276620370374,3205.4276620370374,1698.2966435185187,-3146.2158564814818,256.4299768518514,1170.0341435185173,433.2841435185186,-4801.478356481482,858.075810185185,1984.7795138888894,1105.1221064814815,-4287.183449074074,1523.4276620370374,3205.4276620370374,1698.2966435185187,-3146.2158564814818,15313.429976851852,16169.034143518518,16490.28414351852,16368.521643518518,17294.075810185186,17864.77951388889,18259.12210648148,17874.816550925927,18649.427662037036,19904.427662037036,19547.29664351852,20460.78414351852,19104.42997685185,18623.03414351852,18592.28414351852,18530.521643518518,18466.075810185186,18195.77951388889,18194.12210648148,19818.816550925927,19520.427662037036,20299.427662037036,19468.29664351852,20995.78414351852,17578.42997685185,18110.03414351852,18942.28414351852,20813.521643518518,19973.075810185186,20441.77951388889,21005.12210648148,22645.816550925927,21927.427662037036,22788.427662037036,22715.29664351852,25179.78414351852,21867.42997685185,21506.03414351852,21736.28414351852,24294.521643518518,22236.075810185186,22006.77951388889,22583.12210648148,25376.816550925927,23394.427662037036,24279.427662037036,23327.29664351852,23675.78414351852,20780.42997685185,19266.03414351852,19243.28414351852,20378.521643518518,20659.075810185186,20779.77951388889,20984.12210648148,21370.816550925927,21660.427662037036,22270.427662037036,21887.29664351852,23633.78414351852,21091.42997685185,20360.03414351852,20834.28414351852,22239.521643518518,21661.075810185186,20903.77951388889,21038.12210648148,22381.816550925927,21482.427662037036,21485.427662037036,21557.29664351852,24411.78414351852,19881.42997685185,19431.03414351852,19902.28414351852,20746.521643518518,19158.075810185186,18943.77951388889,19272.12210648148,18744.816550925927,18702.427662037036,20022.427662037036,19363.29664351852,20810.78414351852,18166.42997685185,18545.03414351852,18586.28414351852,18788.521643518518,18136.075810185186,18458.77951388889,18570.12210648148,18449.816550925927,16975.427662037036,11237.427662037036,15807.296643518519,15588.784143518518,15867.429976851852,18325.03414351852,18306.28414351852,17093.521643518518,17421.075810185186,18898.77951388889,18810.12210648148,16360.816550925927,18351.427662037036,19626.427662037036,19130.29664351852
444,Building mat. and garden equip. and supplies dealers,38656.55516975309,25258.23479938272,32896.47091049382,35628.044984567896,40597.89220679012,26969.67924382716,34433.517669753084,38270.48850308642,41562.24683641975,32276.146836419757,40057.31350308642,42574.409336419754,45561.55516975309,34103.23479938272,41617.47091049382,44729.044984567896,48190.89220679012,36886.67924382716,44216.517669753084,46696.48850308642,49441.24683641975,41764.14683641976,48717.31350308642,50382.409336419754,52727.55516975309,45577.23479938272,51296.47091049382,54272.044984567896,57537.89220679012,48702.67924382716,54113.517669753084,57243.48850308642,60825.24683641975,53327.14683641976,56893.31350308642,57190.409336419754,60411.55516975309,59863.23479938272,59743.47091049382,60811.044984567896,63066.89220679012,61494.67924382716,61543.517669753084,61741.48850308642,62265.24683641975,63798.14683641976,68255.31350308642,68386.40933641976,70946.55516975309,74397.23479938271,75586.47091049382,75794.0449845679,77687.89220679013,80487.67924382717,80393.51766975308,81540.48850308642,85128.24683641976,85604.14683641975,82327.31350308642,80312.40933641976,80082.55516975309,82377.23479938271,80725.47091049382,79119.0449845679,76125.89220679013,77942.67924382717,76389.51766975308,70682.48850308642,65485.24683641975,66868.14683641975,65160.31350308642,63365.409336419754,62569.55516975309,67459.23479938271,64769.47091049382,67218.0449845679,65338.89220679012,67192.67924382717,67048.51766975308,69207.48850308642,69954.24683641976,69732.14683641975,68746.31350308642,72342.40933641976,71116.55516975309,78138.23479938271,76285.47091049382,75536.0449845679,73951.89220679013,81699.67924382717,78547.51766975308,78739.48850308642,75459.24683641976,82681.14683641975,82223.31350308642,83023.40933641976,83129.55516975309,87357.23479938271,84477.47091049382,84296.0449845679,85457.89220679013,88401.67924382717,86637.51766975308,88175.48850308642,86200.24683641976,93709.14683641975,93102.31350308642,93121.40933641976,90776.55516975309,94031.23479938271,94682.47091049382,94335.0449845679,95991.89220679013,107103.67924382717,109070.51766975308,108160.48850308642,112795.24683641976,127271.14683641975,118813.31350308642,121308.40933641976,122685.55516975309,134758.2347993827,131202.47091049384,127282.0449845679,123295.89220679013,129334.67924382717,124079.51766975308
4441,Building mat. and supplies dealers,32208.157986111117,22348.65983796296,27047.914467592593,29954.68298611111,34318.50706018519,24524.858912037034,28603.30798611111,32503.753819444446,35214.403819444444,28547.03715277778,33893.84548611112,36674.87048611111,38961.15798611112,30500.65983796296,34764.91446759259,38045.68298611111,40787.50706018519,32725.858912037034,36916.30798611111,39547.75381944444,41722.403819444444,36294.037152777775,40889.84548611112,42392.87048611111,44465.15798611112,39325.65983796296,43625.91446759259,46028.68298611111,48916.50706018519,42885.85891203703,46461.30798611111,49176.75381944444,52074.403819444444,46669.037152777775,48908.84548611112,49227.87048611111,52161.15798611112,50569.65983796296,51929.91446759259,53603.68298611111,55520.50706018519,52838.85891203703,53633.30798611111,54715.75381944444,54973.403819444444,54358.037152777775,59847.84548611112,61022.87048611111,62949.15798611112,64793.65983796296,66957.91446759259,67743.6829861111,69396.50706018519,71132.85891203703,72048.3079861111,73550.75381944445,77161.40381944444,75933.03715277778,73655.84548611111,71862.8704861111,71274.15798611111,72908.65983796296,71471.91446759259,69436.6829861111,66878.50706018519,68005.85891203703,66450.3079861111,61271.75381944444,57102.403819444444,57381.037152777775,56931.84548611112,55289.87048611111,54783.15798611112,58403.65983796296,56079.91446759259,57689.68298611111,56667.50706018519,58161.85891203703,58356.30798611111,58987.75381944444,60470.403819444444,59775.037152777775,59413.84548611112,61747.87048611111,61436.15798611112,66698.65983796296,65810.91446759259,65072.68298611111,63966.50706018519,69253.85891203703,68588.3079861111,67967.75381944445,66043.40381944444,70678.03715277778,71581.84548611111,72372.8704861111,72307.15798611111,75557.65983796296,74218.91446759259,74225.6829861111,74642.50706018519,77068.85891203703,75849.3079861111,77434.75381944445,75288.40381944444,83121.03715277778,81741.84548611111,80980.8704861111,78729.15798611111,83907.65983796296,82942.91446759259,81962.6829861111,83359.50706018519,93801.85891203703,95344.3079861111,94162.75381944445,96850.40381944444,111053.03715277778,103221.84548611111,105110.8704861111,106488.15798611111,117711.65983796296,113640.91446759259,109161.6829861111,105785.50706018519,111367.85891203703,106661.3079861111
44412,Paint and wallpaper stores,175.6913966049382,-267.8132330246914,-294.03545524691356,123.01547067901238,239.90898919753087,-176.62804783950608,-234.15027006172838,149.04556327160492,265.170563271605,-119.03777006172841,-121.43777006172843,260.27056327160483,175.6913966049382,-267.8132330246914,-294.03545524691356,123.01547067901238,239.90898919753087,-176.62804783950608,-234.15027006172838,149.04556327160492,265.170563271605,-119.03777006172841,-121.43777006172843,260.27056327160483,175.6913966049382,-267.8132330246914,-294.03545524691356,123.01547067901238,239.90898919753087,-176.62804783950608,-234.15027006172838,149.04556327160492,265.170563271605,-119.03777006172841,-121.43777006172843,260.27056327160483,2015.6913966049383,2114.1867669753087,2082.9645447530866,2113.015470679012,1989.908989197531,2029.371952160494,2048.8497299382716,2006.0455632716048,2004.170563271605,2157.962229938272,2303.5622299382717,2297.2705632716047,2083.6913966049383,2184.1867669753087,2129.9645447530866,2219.015470679012,2239.908989197531,2549.371952160494,2464.8497299382716,2566.045563271605,2620.170563271605,2694.962229938272,2678.5622299382717,2623.2705632716047,2410.6913966049383,2541.1867669753087,2527.9645447530866,2423.015470679012,2326.908989197531,2423.371952160494,2468.8497299382716,2174.045563271605,2039.170563271605,2087.962229938272,2141.5622299382717,1972.2705632716047,1795.6913966049383,1953.1867669753087,1999.9645447530866,1960.0154706790124,1967.908989197531,2088.371952160494,2219.8497299382716,2125.045563271605,2224.170563271605,2354.962229938272,2497.5622299382717,2342.2705632716047,2196.6913966049383,2334.1867669753087,2386.9645447530866,2238.015470679012,2281.908989197531,2654.371952160494,2752.8497299382716,2522.045563271605,2481.170563271605,2801.962229938272,2898.5622299382717,2708.2705632716047,2537.6913966049383,2743.1867669753087,2765.9645447530866,2664.015470679012,2734.908989197531,2954.371952160494,2948.8497299382716,2876.045563271605,2888.170563271605,3223.962229938272,3257.5622299382717,3123.2705632716047,2927.6913966049383,3030.1867669753087,3335.9645447530866,3087.015470679012,3266.908989197531,3256.371952160494,3690.8497299382716,3510.045563271605,3552.170563271605,3996.962229938272,3875.5622299382717,3803.2705632716047,3727.6913966049383,4195.186766975308,4320.964544753087,4074.015470679012,4136.908989197531,4616.3719521604935,4481.849729938272
44413,Hardware stores,3357.9907793209877,2948.8805941358028,3281.723186728395,3348.6259645061727,3403.389853395062,2817.8157793209875,3180.369945987654,3328.2699459876544,3503.2449459876543,3122.8074459876543,3514.4199459876545,3640.461612654321,3513.9907793209877,3307.8805941358028,3556.723186728395,3606.6259645061727,3651.389853395062,3149.8157793209875,3327.369945987654,3508.2699459876544,3528.2449459876543,3160.8074459876543,3643.4199459876545,3622.461612654321,3715.9907793209877,3642.8805941358028,3956.723186728395,3916.6259645061727,4045.389853395062,3582.8157793209875,3794.369945987654,3893.2699459876544,4052.2449459876543,3901.8074459876543,4174.4199459876545,4053.461612654321,4175.990779320988,4140.880594135802,4218.723186728395,4270.625964506173,4276.389853395061,4054.8157793209875,4172.369945987654,4188.269945987655,4269.244945987654,4245.807445987654,4639.4199459876545,4522.461612654321,4495.990779320988,4651.880594135802,4800.723186728395,4618.625964506173,4601.389853395061,4507.8157793209875,4631.369945987654,4870.269945987655,4812.244945987654,4972.807445987654,5057.4199459876545,5143.461612654321,5280.990779320988,5312.880594135802,5055.723186728395,5126.625964506173,5018.389853395061,5047.8157793209875,4882.369945987654,4853.269945987655,4697.244945987654,4776.807445987654,4544.4199459876545,4651.461612654321,4750.990779320988,4747.880594135802,4576.723186728395,4897.625964506173,4796.389853395061,4933.8157793209875,4992.369945987654,5048.269945987655,5119.244945987654,5395.807445987654,4961.4199459876545,5273.461612654321,5275.990779320988,5325.880594135802,5349.723186728395,5538.625964506173,5830.389853395061,5405.8157793209875,5658.369945987654,5826.269945987655,6006.244945987654,5831.807445987654,5915.4199459876545,5951.461612654321,6362.990779320988,6111.880594135802,6108.723186728395,6104.625964506173,6334.389853395061,6276.8157793209875,6433.369945987654,6576.269945987655,6719.244945987654,6932.807445987654,6839.4199459876545,6893.461612654321,6978.990779320988,7276.880594135802,7317.723186728395,7328.625964506173,7341.389853395061,9387.815779320987,9006.369945987653,8510.269945987655,8463.244945987655,9373.807445987653,8948.419945987655,9050.46161265432,8850.990779320988,10031.880594135802,9824.723186728395,9876.625964506173,9430.389853395061,10336.815779320987,10068.369945987653
445,Food and beverage stores,93587.03607253086,93144.4768132716,94133.30088734569,92552.25459104938,92573.84255401234,92251.06014660494,93312.26107253088,92566.63607253086,96156.0819058642,95862.36107253087,97215.3944058642,96014.29440586419,98278.03607253086,98500.4768132716,99076.30088734569,97435.25459104938,99524.84255401234,98180.06014660494,99927.26107253088,99628.63607253086,103630.0819058642,101631.36107253087,103080.3944058642,101939.29440586419,103239.03607253086,104469.4768132716,105915.30088734569,105805.25459104938,105930.84255401234,106155.06014660494,108266.26107253088,109534.63607253086,109627.0819058642,111319.36107253087,112150.3944058642,112575.29440586419,114984.03607253086,116391.4768132716,116786.30088734569,117171.25459104938,116315.84255401234,113922.06014660494,115205.26107253088,115600.63607253086,118375.0819058642,118381.36107253087,119596.3944058642,118940.29440586419,122512.03607253086,122692.4768132716,123499.30088734569,124580.25459104938,124533.84255401234,124514.06014660494,126935.26107253088,128688.63607253086,128821.0819058642,131259.36107253085,132285.3944058642,133774.2944058642,135542.03607253084,137214.4768132716,137905.3008873457,140079.2545910494,140873.84255401234,140313.06014660493,142665.26107253088,141611.63607253088,140907.08190586418,142448.36107253085,142451.3944058642,143519.2944058642,145216.03607253084,144988.4768132716,145667.3008873457,147562.2545910494,147695.84255401234,151257.06014660493,152468.26107253088,153903.63607253088,156704.08190586418,157401.36107253085,156887.3944058642,158120.2944058642,160247.03607253084,159376.4768132716,161492.3008873457,163280.2545910494,162453.84255401234,165628.06014660493,167667.26107253088,170866.63607253088,171082.08190586418,171691.36107253085,172444.3944058642,172994.2944058642,174859.03607253084,174458.4768132716,176015.3008873457,179616.2545910494,176548.84255401234,180507.06014660493,181753.26107253088,186221.63607253088,185889.08190586418,186520.36107253085,187603.3944058642,190694.2944058642,189685.03607253084,194547.4768132716,196113.3008873457,196938.2545910494,209086.84255401234,213524.06014660493,211077.26107253088,212449.63607253088,212227.08190586418,219733.36107253085,225255.3944058642,232837.2944058642,229555.03607253084,240250.4768132716,243342.3008873457,251258.2545910494,239179.84255401234,244181.06014660493,246384.26107253088
4451,Grocery stores,84802.41458333333,84814.48263888889,85599.66782407407,84801.22337962964,83419.48726851853,83882.69097222222,85049.09375,85141.08958333333,87230.30625000001,87533.74375,88669.12291666666,88267.67708333333,89137.41458333333,90007.48263888889,90466.66782407407,89445.22337962964,89797.48726851853,89276.69097222222,91109.09375,91538.08958333333,93937.30625000001,92673.74375,93837.12291666666,93299.67708333333,93165.41458333333,94801.48263888889,96292.66782407407,96576.22337962964,95569.48726851853,96341.69097222222,98626.09375,99887.08958333333,98972.30625000001,100850.74375,101497.12291666666,102372.67708333333,103618.41458333333,105272.48263888889,105716.66782407407,106167.22337962964,104609.48726851853,102699.69097222222,104010.09375,104668.08958333333,106994.30625000001,107004.74375,107880.12291666666,107285.67708333333,110106.41458333333,110275.48263888889,111137.66782407407,112264.22337962964,111861.48726851853,111967.69097222222,114250.09375,115762.08958333333,115727.30625000001,118060.74375,118894.12291666666,120194.67708333333,121652.41458333333,123034.48263888889,123706.66782407407,125614.22337962964,126558.48726851853,125912.69097222222,127935.09375,126990.08958333333,126681.30625000001,127843.74375,127803.12291666666,128882.67708333333,130518.41458333333,130024.48263888889,130632.66782407407,132222.22337962964,132768.4872685185,135885.69097222222,136986.09375,138010.08958333335,140949.30625,141272.74375,140998.12291666667,141602.67708333334,143905.41458333333,143126.48263888888,144860.66782407407,146228.22337962964,145835.4872685185,148450.69097222222,150483.09375,152898.08958333335,153935.30625,154071.74375,154520.12291666667,154727.67708333334,156832.41458333333,156215.48263888888,157260.66782407407,160199.22337962964,158375.4872685185,161688.69097222222,162874.09375,166414.08958333335,166917.30625,167280.74375,168045.12291666667,170217.67708333334,170434.41458333333,174531.48263888888,175762.66782407407,175865.22337962964,188389.4872685185,191204.69097222222,187724.09375,188270.08958333335,189245.30625,195398.74375,201205.12291666667,207639.67708333334,206436.41458333333,215947.48263888888,218734.66782407407,225299.22337962964,215508.4872685185,219190.69097222222,221334.09375
44511,Supermarkets and other grocery (except convenience) stores,-1481.856250000007,-3397.9886574074067,-2521.636805555559,-3565.636805555556,-157.36828703703858,-2086.400694444445,-436.59374999999744,-799.3812499999955,4618.502083333333,3045.502083333337,3756.443750000004,3026.414583333332,-1481.856250000007,-3397.9886574074067,-2521.636805555559,-3565.636805555556,-157.36828703703858,-2086.400694444445,-436.59374999999744,-799.3812499999955,4618.502083333333,3045.502083333337,3756.443750000004,3026.414583333332,-1481.856250000007,-3397.9886574074067,-2521.636805555559,-3565.636805555556,-157.36828703703858,-2086.400694444445,-436.59374999999744,-799.3812499999955,4618.502083333333,3045.502083333337,3756.443750000004,3026.414583333332,93172.14374999999,95984.0113425926,97409.36319444444,99005.36319444445,97103.63171296296,96690.59930555556,99145.40625,100852.61875000001,102470.50208333333,104714.50208333334,106473.44375,107062.41458333333,99426.14374999999,100856.0113425926,102691.36319444444,104864.36319444445,104367.63171296296,106177.59930555556,109402.40625,112095.61875000001,111220.50208333333,115160.50208333334,117051.44375,119706.41458333333,110811.14374999999,113340.0113425926,115166.36319444444,118079.36319444445,118741.63171296296,119738.59930555556,122905.40625,123674.61875000001,122585.50208333333,125668.50208333334,126649.44375,128571.41458333333,119645.14374999999,120558.0113425926,122143.36319444444,124692.36319444445,124931.63171296296,129293.59930555556,131642.40625,134023.61875,135708.50208333333,138061.50208333333,138983.44375,140873.41458333333,132694.14375,132950.0113425926,135516.36319444445,137858.36319444445,137696.63171296296,141518.59930555554,144490.40625,148489.61875,148927.50208333333,150527.50208333333,152006.44375,153700.41458333333,145203.14375,145578.0113425926,147431.36319444445,151766.36319444445,149689.63171296296,154230.59930555554,156545.40625,161026.61875,160495.50208333333,162288.50208333333,164231.44375,167666.41458333333,157812.14375,162453.0113425926,164633.36319444445,165976.36319444445,178672.63171296296,183763.59930555554,180701.40625,182351.61875,182071.50208333333,189504.50208333333,195955.44375,203268.41458333333,191789.14375,201566.0113425926,205766.36319444445,213594.36319444445,204084.63171296296,209056.59930555554,212291.40625
